color,description,id,img,link,material,price,title
grå,"Stone keramisk krus. Koselige keramisk krus med en matt finish og trendy campfiremønster. EN12875-1-kompatibel; kan kjøres i oppvaskmaskin, også når dekorert. Volumet er 590ml. Presentert i en Avenue gaveeske. Keramisk.",10052903,https://prodimg.unpr.io/itemimage/800/products/500/15b67ac3e0c481.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/109038120-291639/stone-keramisk-krus,Keramisk.,"55,9",Stone keramisk krus
svart ensfarget,"Stone keramisk krus. Koselige keramisk krus med en matt finish og trendy campfiremønster. EN12875-1-kompatibel; kan kjøres i oppvaskmaskin, også når dekorert. Volumet er 590ml. Presentert i en Avenue gaveeske. Keramisk.",10052900,https://prodimg.unpr.io/itemimage/800/products/500/15b67ac3c8c168.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/109038120-291637/stone-keramisk-krus,Keramisk.,"55,9",Stone keramisk krus
hvit,"Corzo kobber vakuumisolert termokrus. Holder din drikke varm i 6 timer og kald i 24 timer. Dobbeltvegget vakuumkonstruksjon i rustfritt stål med kobberisolasjon, som også forhindrer kondens på utsiden. Spray pulverlakk på utsiden. Transparent lokk med ",10051602,https://prodimg.unpr.io/itemimage/800/products/500/15b149d9eb06dc.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/107960880-287906/corzo-kobber-vakuumisolert-termokrus,Rustfritt stål.,"124,2",Corzo kobber vakuumisolert termokrus
"rød,svart ensfarget",Daytona termokrus. Krus med doble vegger og skrukork som åpnes med tommelen. Volum 400 ml. PP-plast.,19538720,https://prodimg.unpr.io/itemimage/800/products/500/15963805ff24dd.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/90256920-227491/daytona-termokrus,PP-plast.,"35,17",Daytona termokrus
svart ensfarget,Daytona termokrus. Krus med doble vegger og skrukork som åpnes med tommelen. Volum 400 ml. PP-plast.,19538718,https://prodimg.unpr.io/itemimage/800/products/500/15963805f5e619.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/90256920-227489/daytona-termokrus,PP-plast.,"35,17",Daytona termokrus
sølv,Traverse 2-i-1 isolerende flaske. Designet med et flott geometriske utseende på det indre rustfrie stålet som gir en god visuell opplevelse. Den indre stålflasken kan taes ut slik at man kan benytte den ytre flasken som er produsert av slitesterkt Eastman Tritan materiale separat. Flasken har flipokk og er lekkasjefri. Leveres i Elleven gaveeske. Volumkapasitet er 475ml. BPA fri Eastman Tritan materiale utvendig og rustfritt stål innvendig.,10043201,https://prodimg.unpr.io/itemimage/800/products/500/15963628776db0.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88904260-223624/traverse-2-i-1-isolerende-flaske,BPA fri Eastman Tritan? materiale utvendig og rustfritt stål innvendig.,"184,2",Traverse 2-i-1 isolerende flaske
sølv,"Traverse beger. Vakuumisolert beger i rustfritt stål med doble vegger og vippelokk og et intrikat, geometrisk utskjært design. Volum på 475 ml. Leveres i Elleven gaveeske. Rustfritt stål.",10039501,https://prodimg.unpr.io/itemimage/800/products/500/15963620d012e2.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88880760-223551/traverse-beger,Rustfritt stål.,"218,3",Traverse beger
svart ensfarget,"Corzo kobber vakuumisolert termokrus. Holder din drikke varm i 6 timer og kald i 24 timer. Dobbeltvegget vakuumkonstruksjon i rustfritt stål med kobberisolasjon, som også forhindrer kondens på utsiden. Spray pulverlakk på utsiden. Transparent lokk med ",10051600,https://prodimg.unpr.io/itemimage/800/products/500/15b149d9cafec7.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/107960880-287904/corzo-kobber-vakuumisolert-termokrus,Rustfritt stål.,"124,2",Corzo kobber vakuumisolert termokrus
blå,"Nadu krus med skje. Trendy design keramisk krus med integrert skjeholder i håndtaket. Kruset har farget innerside med matchende farget skje. EN12875-1-kompatibel; kan kjøres i oppvaskmaskin, også når dekorert. Volumet er 250ml. Presentert i en hvit pappeske. Keramikk.",10052501,https://prodimg.unpr.io/itemimage/800/products/500/15b67ac1da4667.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-porselen/109034360-291621/nadu-krus-med-skje,Keramikk.,"32,07",Nadu krus med skje
sølv,"Torino beger. Beger med doble vegger og skrulokk med skyvelås. Volum på 450 ml. Utside i rustfritt stål, innside i AS-plast.",10038103,https://prodimg.unpr.io/itemimage/800/products/500/1596361fa0fea5.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88875120-223539/torino-beger,"Utside i rustfritt stål, innside i AS-plast.","104,5",Torino beger
grønn,"Torino beger. Beger med doble vegger og skrulokk med skyvelås. Volum på 450 ml. Utside i rustfritt stål, innside i AS-plast.",10038102,https://prodimg.unpr.io/itemimage/800/products/500/1596361f9cbea3.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88875120-223538/torino-beger,"Utside i rustfritt stål, innside i AS-plast.","104,5",Torino beger
svart ensfarget,"Torino beger. Beger med doble vegger og skrulokk med skyvelås. Volum på 450 ml. Utside i rustfritt stål, innside i AS-plast.",10038100,https://prodimg.unpr.io/itemimage/800/products/500/1596361f953db6.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88875120-223536/torino-beger,"Utside i rustfritt stål, innside i AS-plast.","104,5",Torino beger
svart ensfarget,"Flow lekkasjesikkert termobeger. Flow beger er et skumisolert beger med doble vegger. Det er utstyrt med enhånds skrulokk med lekkasjesikker funksjon som sørger for at drikken din holder seg på plass. Silikonringen i bunnen gjør begeret sklisikkert. Volum 350ml. Vinner av «Red Dot 2014» og IF Award Winner 2014. Leveres i gaveeske. Eksklusiv design. Rustfritt stål på utsiden, plast på innsiden.",10030804,https://prodimg.unpr.io/itemimage/800/products/500/1596360f795a54.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88838460-223398/flow-lekkasjesikkert-termobeger,"Rustfritt stål på utsiden, plast på innsiden.",150,Flow lekkasjesikkert termobeger
"hvit,prosessblå","Flow lekkasjesikkert termobeger. Flow beger er et skumisolert beger med doble vegger. Det er utstyrt med enhånds skrulokk med lekkasjesikker funksjon som sørger for at drikken din holder seg på plass. Silikonringen i bunnen gjør begeret sklisikkert. Volum 350ml. Vinner av «Red Dot 2014» og IF Award Winner 2014. Leveres i gaveeske. Eksklusiv design. Rustfritt stål på utsiden, plast på innsiden.",10030800,https://prodimg.unpr.io/itemimage/800/products/500/1596360f715aa2.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88838460-223395/flow-lekkasjesikkert-termobeger,"Rustfritt stål på utsiden, plast på innsiden.",150,Flow lekkasjesikkert termobeger
svart ensfarget,"Nadu krus med skje. Trendy design keramisk krus med integrert skjeholder i håndtaket. Kruset har farget innerside med matchende farget skje. EN12875-1-kompatibel; kan kjøres i oppvaskmaskin, også når dekorert. Volumet er 250ml. Presentert i en hvit pappeske. Keramikk.",10052500,https://prodimg.unpr.io/itemimage/800/products/500/15b67ac1c49473.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-porselen/109034360-291620/nadu-krus-med-skje,Keramikk.,"32,07",Nadu krus med skje
svart ensfarget,"Nordic vakuum isolert termokrus. Vår nye keramiske innside gir drikken en forbedret naturlig smak, og gjør dermed dette kruset til den perfekte gave. Kobberisolasjon gjør at drikken holder seg kald i 24 timer og varm i minst 8 timer samtidig som den også forhindrer kondens på utsiden av kruset. Lokk med skyvefunksjon. Volum 500 ml. Leveres i Avenue gaveeske. Rustfritt stål.",10048000,https://prodimg.unpr.io/itemimage/800/products/500/15988068991429.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/90720340-229163/nordic-vakuum-isolert-termokrus,Rustfritt stål.,210,Nordic vakuum isolert termokrus
Gul,Drench 300 ml kopp i plast. Plastkopp med enkeltvegg. Et budsjettvennlig valg for gjenbrukbare drikkekopper. Laget av slitesterk polypropolyne. Volumkapasiteten er 300 ml. Laget i Storbritannia. PP-plast.,21003904,https://prodimg.unpr.io/itemimage/800/products/500/15c3c007b0f6bc.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-plast/127521340-359114/drench-300-ml-kopp-i-plast,PP-plast,"8,28",Drench 300 ml kopp i plast
frostet grønn,Drench 300 ml kopp i plast. Plastkopp med enkeltvegg. Et budsjettvennlig valg for gjenbrukbare drikkekopper. Laget av slitesterk polypropolyne. Volumkapasiteten er 300 ml. Laget i Storbritannia. PP-plast.,21003902,https://prodimg.unpr.io/itemimage/800/products/500/15c3c0078ca12c.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-plast/127521340-359112/drench-300-ml-kopp-i-plast,PP-plast,"8,28",Drench 300 ml kopp i plast
gjennomsiktig,Drench 300 ml kopp i plast. Plastkopp med enkeltvegg. Et budsjettvennlig valg for gjenbrukbare drikkekopper. Laget av slitesterk polypropolyne. Volumkapasiteten er 300 ml. Laget i Storbritannia. PP-plast.,21003901,https://prodimg.unpr.io/itemimage/800/products/500/15c3c0077e1e91.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-plast/127521340-359111/drench-300-ml-kopp-i-plast,PP-plast,"8,28",Drench 300 ml kopp i plast
oransje,Pix farget sublimerings-popkrus. Dette klassisk designede keramiske kruset har et spesielt belegg for sublimering. Krus har farget innerside med matchende farget håndtak. Volumet er 330ml. Presentert i en hvit pappeske. Keramikk.,10052205,https://prodimg.unpr.io/itemimage/800/products/500/15b67ac113d08b.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/109031540-291617/pix-farget-sublimerings-popkrus,Keramikk.,"35,17",Pix farget sublimerings-popkrus
hvit,"Valhalla kobber vakuumisolert termokrus med håndtak. Trendy termokrus med korkdetaljer for deg som ønsker å skille deg ut. Dobbeltvegget vakuumkonstruksjon i rustfritt stål med kobberisolasjon, som også forhindrer kondens på utsiden. Holder din drikke varm i 8 timer og kald i 24 timer. Transparent lokk med god drikkeåpning. Volum 500 ml. Avenue gaveeske. Rustfritt stål.",10046802,https://prodimg.unpr.io/itemimage/800/products/500/15988066f26eb4.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/90712820-229141/valhalla-kobber-vakuumisolert-termokrus-med-handtak,Rustfritt stål.,"226,6",Valhalla kobber vakuumisolert termokrus med håndtak
hvit,"Valhalla kobber vakuumisolert termokrus uten håndtak. Trendy termokrus med korkdetaljer for deg som ønsker å skille deg ut. Dobbeltvegget vakuumkonstruksjon i rustfritt stål med kobberisolasjon, som også forhindrer kondens på utsiden. Holder din drikke varm i 8 timer og kald i 24 timer. Transparent lokk med god drikkeåpning. Volum 500 ml. Avenue gaveeske. Rustfritt stål.",10046702,https://prodimg.unpr.io/itemimage/800/products/500/15988066c9e3f0.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/90711880-229138/valhalla-kobber-vakuumisolert-termokrus-uten-handtak,Rustfritt stål.,210,Valhalla kobber vakuumisolert termokrus uten håndtak
"hvit,oransje",Zamzam beger. Beger med doble vegger og skrulokk. Volum 330 ml. BPA-fri PP plast.,10035404,https://prodimg.unpr.io/itemimage/800/products/500/15963618ae3d05.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88860080-223483/zamzam-beger,BPA-fri PP plast.,"27,93",Zamzam beger
lime,Mojave termobeger. Beger med doble vegger og skrulokk med vippetut. Volum 300 ml. Rustfritt stål og PP-plast.,10035305,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb7f6cd2b.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88859140-358358/mojave-termobeger,Rustfritt stål og PP-plast.,"46,55",Mojave termobeger
turkis,"Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder. Dobbeltveggskonstruksjon, vakuumisolert. Gjennomsiktig trykklokk med skyvelukning. Fungerer som termokopp eller isolerende beholder for drikke. Volumkapasitet på 330 ml. Rustfritt stål.",10054706,https://prodimg.unpr.io/itemimage/800/products/500/15c85cf7f86603.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/121583360-381370/pika-330%C2%A0ml-vakuumisolert-termokopp-og-isolerende-drikkebeholder,Rustfritt stål.,"115,9",Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder
"oransje,hvit","Java keramikkrus. Tofarget keramikkrus i klassisk design, 330 ml. Tåler oppvaskmaskin, også når med dekor. Leveres i hvit kartongeske. Keramikk.",10036506,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb82c2b53.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88864780-358361/java-keramikkrus,Keramikk.,"28,97",Java keramikkrus
"sølv,hvit","Elwood termobeger. Beger med doble vegger og skrukork som åpnes med tommelen. Volum 470 ml. Rustfritt stål på utsiden, plast på innsiden.",10031005,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb7d01f85.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88839400-358355/elwood-termobeger,"Rustfritt stål på utsiden, plast på innsiden.","56,9",Elwood termobeger
lime,"Santos keramikkrus. Keramikkrus i klassisk design, 330 ml. I samsvar med EN12875-1. Tåler oppvaskmaskin, også når kruset har dekor. Leveres i hvit kartongeske. Keramikk.",10037805,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb859eda2.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88873240-358363/santos-keramikkrus,Keramikk.,"34,14",Santos keramikkrus
grønn,"Santos keramikkrus. Keramikkrus i klassisk design, 330 ml. I samsvar med EN12875-1. Tåler oppvaskmaskin, også når kruset har dekor. Leveres i hvit kartongeske. Keramikk.",10037804,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb843008f.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88873240-358362/santos-keramikkrus,Keramikk.,"34,14",Santos keramikkrus
oransje,"Santos keramikkrus. Keramikkrus i klassisk design, 330 ml. I samsvar med EN12875-1. Tåler oppvaskmaskin, også når kruset har dekor. Leveres i hvit kartongeske. Keramikk.",10037803,https://prodimg.unpr.io/itemimage/800/products/500/1596361e62ceaa.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88873240-223531/santos-keramikkrus,Keramikk.,"34,14",Santos keramikkrus
blå,"Santos keramikkrus. Keramikkrus i klassisk design, 330 ml. I samsvar med EN12875-1. Tåler oppvaskmaskin, også når kruset har dekor. Leveres i hvit kartongeske. Keramikk.",10037801,https://prodimg.unpr.io/itemimage/800/products/500/1596361e50609c.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88873240-223529/santos-keramikkrus,Keramikk.,"34,14",Santos keramikkrus
svart ensfarget,"Santos keramikkrus. Keramikkrus i klassisk design, 330 ml. I samsvar med EN12875-1. Tåler oppvaskmaskin, også når kruset har dekor. Leveres i hvit kartongeske. Keramikk.",10037800,https://prodimg.unpr.io/itemimage/800/products/500/1596361e4b787f.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88873240-223528/santos-keramikkrus,Keramikk.,"34,14",Santos keramikkrus
"sølv,oransje","Elwood termobeger. Beger med doble vegger og skrukork som åpnes med tommelen. Volum 470 ml. Rustfritt stål på utsiden, plast på innsiden.",10031004,https://prodimg.unpr.io/itemimage/800/products/500/1596360fe7155c.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88839400-223403/elwood-termobeger,"Rustfritt stål på utsiden, plast på innsiden.","56,9",Elwood termobeger
"sølv,limegrønn","Elwood termobeger. Beger med doble vegger og skrukork som åpnes med tommelen. Volum 470 ml. Rustfritt stål på utsiden, plast på innsiden.",10031003,https://prodimg.unpr.io/itemimage/800/products/500/1596360fe47304.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88839400-223402/elwood-termobeger,"Rustfritt stål på utsiden, plast på innsiden.","56,9",Elwood termobeger
"sølv,svart ensfarget","Elwood termobeger. Beger med doble vegger og skrukork som åpnes med tommelen. Volum 470 ml. Rustfritt stål på utsiden, plast på innsiden.",10031001,https://prodimg.unpr.io/itemimage/800/products/500/1596360fde89da.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88839400-223400/elwood-termobeger,"Rustfritt stål på utsiden, plast på innsiden.","56,9",Elwood termobeger
"sølv,blå","Elwood termobeger. Beger med doble vegger og skrukork som åpnes med tommelen. Volum 470 ml. Rustfritt stål på utsiden, plast på innsiden.",10031000,https://prodimg.unpr.io/itemimage/800/products/500/1596360fdbf65f.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88839400-223399/elwood-termobeger,"Rustfritt stål på utsiden, plast på innsiden.","56,9",Elwood termobeger
"lime,hvit","Java keramikkrus. Tofarget keramikkrus i klassisk design, 330 ml. Tåler oppvaskmaskin, også når med dekor. Leveres i hvit kartongeske. Keramikk.",10036505,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb81a4c3d.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88864780-358360/java-keramikkrus,Keramikk.,"28,97",Java keramikkrus
"rød,hvit","Java keramikkrus. Tofarget keramikkrus i klassisk design, 330 ml. Tåler oppvaskmaskin, også når med dekor. Leveres i hvit kartongeske. Keramikk.",10036504,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb80623e8.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88864780-358359/java-keramikkrus,Keramikk.,"28,97",Java keramikkrus
"grønn,hvit","Java keramikkrus. Tofarget keramikkrus i klassisk design, 330 ml. Tåler oppvaskmaskin, også når med dekor. Leveres i hvit kartongeske. Keramikk.",10036502,https://prodimg.unpr.io/itemimage/800/products/500/1596361b25e02b.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88864780-223499/java-keramikkrus,Keramikk.,"28,97",Java keramikkrus
"blå,hvit","Java keramikkrus. Tofarget keramikkrus i klassisk design, 330 ml. Tåler oppvaskmaskin, også når med dekor. Leveres i hvit kartongeske. Keramikk.",10036501,https://prodimg.unpr.io/itemimage/800/products/500/1596361b2118c1.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/kopper-steintoy/88864780-223498/java-keramikkrus,Keramikk.,"28,97",Java keramikkrus
lime,"Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder. Dobbeltveggskonstruksjon, vakuumisolert. Gjennomsiktig trykklokk med skyvelukning. Fungerer som termokopp eller isolerende beholder for drikke. Volumkapasitet på 330 ml. Rustfritt stål.",10054705,https://prodimg.unpr.io/itemimage/800/products/500/15c85cf7eb2c6d.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/121583360-381369/pika-330%C2%A0ml-vakuumisolert-termokopp-og-isolerende-drikkebeholder,Rustfritt stål.,"115,9",Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder
oransje,"Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder. Dobbeltveggskonstruksjon, vakuumisolert. Gjennomsiktig trykklokk med skyvelukning. Fungerer som termokopp eller isolerende beholder for drikke. Volumkapasitet på 330 ml. Rustfritt stål.",10054704,https://prodimg.unpr.io/itemimage/800/products/500/15c85cf7d62bf8.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/121583360-381368/pika-330%C2%A0ml-vakuumisolert-termokopp-og-isolerende-drikkebeholder,Rustfritt stål.,"115,9",Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder
kongeblå,"Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder. Dobbeltveggskonstruksjon, vakuumisolert. Gjennomsiktig trykklokk med skyvelukning. Fungerer som termokopp eller isolerende beholder for drikke. Volumkapasitet på 330 ml. Rustfritt stål.",10054702,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb9583291.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/121583360-358376/pika-330%C2%A0ml-vakuumisolert-termokopp-og-isolerende-drikkebeholder,Rustfritt stål.,"115,9",Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder
sølv,"Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder. Dobbeltveggskonstruksjon, vakuumisolert. Gjennomsiktig trykklokk med skyvelukning. Fungerer som termokopp eller isolerende beholder for drikke. Volumkapasitet på 330 ml. Rustfritt stål.",10054701,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb9466b50.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/121583360-358375/pika-330%C2%A0ml-vakuumisolert-termokopp-og-isolerende-drikkebeholder,Rustfritt stål.,"115,9",Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder
hvit,"Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder. Dobbeltveggskonstruksjon, vakuumisolert. Gjennomsiktig trykklokk med skyvelukning. Fungerer som termokopp eller isolerende beholder for drikke. Volumkapasitet på 330 ml. Rustfritt stål.",10054703,https://prodimg.unpr.io/itemimage/800/products/500/15bdfb27be4685.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/121583360-344497/pika-330%C2%A0ml-vakuumisolert-termokopp-og-isolerende-drikkebeholder,Rustfritt stål.,"115,9",Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder
svart ensfarget,"Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder. Dobbeltveggskonstruksjon, vakuumisolert. Gjennomsiktig trykklokk med skyvelukning. Fungerer som termokopp eller isolerende beholder for drikke. Volumkapasitet på 330 ml. Rustfritt stål.",10054700,https://prodimg.unpr.io/itemimage/800/products/500/15bdfb279e6912.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/121583360-344496/pika-330%C2%A0ml-vakuumisolert-termokopp-og-isolerende-drikkebeholder,Rustfritt stål.,"115,9",Pika 330 ml vakuumisolert termokopp og isolerende drikkebeholder
rød,Mojave termobeger. Beger med doble vegger og skrulokk med vippetut. Volum 300 ml. Rustfritt stål og PP-plast.,10035304,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb7e9869b.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88859140-358357/mojave-termobeger,Rustfritt stål og PP-plast.,"46,55",Mojave termobeger
hvit,Mojave termobeger. Beger med doble vegger og skrulokk med vippetut. Volum 300 ml. Rustfritt stål og PP-plast.,10035303,https://prodimg.unpr.io/itemimage/800/products/500/15c3bfb7de22ae.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88859140-358356/mojave-termobeger,Rustfritt stål og PP-plast.,"46,55",Mojave termobeger
blå,Mojave termobeger. Beger med doble vegger og skrulokk med vippetut. Volum 300 ml. Rustfritt stål og PP-plast.,10035301,https://prodimg.unpr.io/itemimage/800/products/500/1596361843cbc9.jpg,https://www.xpressprofil.no/sortiment/kopper-glass/termokrus/88859140-223477/mojave-termobeger,Rustfritt stål og PP-plast.,"46,55",Mojave termobeger
